iter	Logloss
0	0.600617631
1	0.5121751557
2	0.4422659154
3	0.3877673241
4	0.3437251375
5	0.3088607097
6	0.2786099309
7	0.2518316019
8	0.2292075838
9	0.2089079852
10	0.1934459085
11	0.1805833746
12	0.1699587381
13	0.159721673
14	0.1512331464
15	0.1432949876
16	0.1371530643
17	0.1319247182
18	0.1274884229
19	0.1238132131
20	0.1191632398
21	0.1152697483
22	0.1102230134
23	0.1073231019
24	0.1046923167
25	0.102224001
26	0.09953590451
27	0.09777131399
28	0.09604563823
29	0.09469044808
30	0.09266305764
31	0.09118616026
32	0.08987779547
33	0.08809819632
34	0.08700676112
35	0.08593925502
36	0.08478519311
37	0.08403040594
38	0.08261011707
39	0.08078644798
40	0.08018219108
41	0.07913403878
42	0.07840375479
43	0.07706540312
44	0.0763329533
45	0.07491528948
46	0.07283043827
47	0.0721943851
48	0.07122813011
49	0.07067524394
50	0.06997631993
51	0.06856137498
52	0.0682089238
53	0.06746219685
54	0.06690516797
55	0.06608284356
56	0.06578325055
57	0.06525560674
58	0.06485083939
59	0.06432913157
60	0.06397568196
61	0.06346266852
62	0.06305978151
63	0.06262802406
64	0.06199789466
65	0.0616716632
66	0.06112053588
67	0.06062963768
68	0.06042851577
69	0.05988713382
70	0.05932879352
71	0.05893641567
72	0.05856900166
73	0.05824167349
74	0.0579615258
75	0.05754425898
76	0.05616591999
77	0.05570806383
78	0.05553380526
79	0.05512965964
80	0.05477697133
81	0.05430717068
82	0.05403030494
83	0.05354642581
84	0.0533011519
85	0.0531019807
86	0.05249739358
87	0.0518979989
88	0.05137148028
89	0.05111421094
90	0.05087778054
91	0.05068453706
92	0.05054077336
93	0.05030975109
94	0.04999684767
95	0.04914291401
96	0.04851783778
97	0.04824277753
98	0.04788312239
99	0.04761145274
100	0.04733581687
101	0.04707160419
102	0.04653837009
103	0.04616728146
104	0.04599658716
105	0.04576628758
106	0.04556481568
107	0.04530731511
108	0.04515602426
109	0.04474403997
110	0.04457004736
111	0.04430185249
112	0.04393370783
113	0.04382742719
114	0.04375393831
115	0.0436794822
116	0.04349469193
117	0.04320865354
118	0.04285665424
119	0.04266363328
120	0.04223055397
121	0.04191939271
122	0.04170424405
123	0.04160095922
124	0.04147289425
125	0.04128048787
126	0.04073017437
127	0.04066884946
128	0.040589018
129	0.04032512932
130	0.04012604529
131	0.03982017273
132	0.03973113813
133	0.03952566913
134	0.03935218895
135	0.03917033794
136	0.0391569808
137	0.03911627833
138	0.03900714241
139	0.03863726727
140	0.03853680148
141	0.03838938341
142	0.03833365415
143	0.03826391748
144	0.03816139184
145	0.0379566904
146	0.03773434906
147	0.03759829402
148	0.03726100413
149	0.0371180808
150	0.03702219128
151	0.03686686782
152	0.03644194281
153	0.03634725932
154	0.03599933932
155	0.035803673
156	0.03562026646
157	0.03547941191
158	0.03538452521
159	0.03526130999
160	0.03510390145
161	0.03491176622
162	0.03474201208
163	0.03461271859
164	0.0344814394
165	0.03426137218
166	0.03419322129
167	0.03403172604
168	0.03395278459
169	0.03377856126
170	0.03356426668
171	0.03340558698
172	0.03329463126
173	0.03305826285
174	0.03297644766
175	0.03287112423
176	0.03269228282
177	0.03265514307
178	0.03255840557
179	0.03243663829
180	0.03233987313
181	0.0322694851
182	0.03216957269
183	0.03202234198
184	0.03166589301
185	0.03151172435
186	0.03137829954
187	0.03115446793
188	0.03098377065
189	0.03094183834
190	0.0308955708
191	0.03083535856
192	0.03064308295
193	0.03057152679
194	0.03052345377
195	0.03030956221
196	0.03022547203
197	0.03017343446
198	0.03011818105
199	0.03005299835
200	0.0299887683
201	0.02983467437
202	0.02973693731
203	0.02963461306
204	0.02950439241
205	0.02939696495
206	0.02919076857
207	0.02908529374
208	0.02898568506
209	0.02886603366
210	0.02875679999
211	0.02866439966
212	0.02851438948
213	0.02840921295
214	0.02829250991
215	0.02825145423
216	0.02812364445
217	0.02801128798
218	0.0279030588
219	0.02772892422
220	0.02762255366
221	0.02755037025
222	0.0272686436
223	0.0272362151
224	0.02717131513
225	0.02707473221
226	0.02692456529
227	0.02669674654
228	0.02658763568
229	0.02645827329
230	0.02639304419
231	0.02621524359
232	0.02612781417
233	0.02593643696
234	0.02578154808
235	0.02566490442
236	0.02555615555
237	0.02550339533
238	0.02541613016
239	0.02534050903
240	0.02523151392
241	0.02504765822
242	0.02495663531
243	0.02483048399
244	0.02472096993
245	0.02465037464
246	0.02463620919
247	0.02450637528
248	0.02439658597
249	0.02428938887
250	0.02420831239
251	0.02411648316
252	0.02403069636
253	0.02399163918
254	0.02395270369
255	0.02382728376
256	0.02373633392
257	0.02367469289
258	0.02336662581
259	0.02326331223
260	0.02314157177
261	0.02303896668
262	0.02297800029
263	0.02289672156
264	0.02284131736
265	0.02264262398
266	0.02251130261
267	0.022448473
268	0.02235459353
269	0.02227413854
270	0.02211445615
271	0.0220710667
272	0.02199336705
273	0.02196135404
274	0.02192337349
275	0.02190031125
276	0.02177198272
277	0.02171787919
278	0.02163232661
279	0.02156814464
280	0.02151286256
281	0.02144177607
282	0.02135948878
283	0.02129880772
284	0.02120472289
285	0.02112504734
286	0.0210679357
287	0.0209894189
288	0.02088018745
289	0.02082113184
290	0.02075914366
291	0.02068733105
292	0.02061116351
293	0.02056108765
294	0.02050230504
295	0.02046513711
296	0.0204491043
297	0.0203965905
298	0.02033273022
299	0.02027843178
300	0.02023528448
301	0.02020683283
302	0.02014186557
303	0.02006601514
304	0.01995413209
305	0.01990285995
306	0.01985320887
307	0.01977451399
308	0.01973453932
309	0.01972389478
310	0.019682564
311	0.01962594138
312	0.01955101992
313	0.0194980011
314	0.01944381313
315	0.01941126974
316	0.01930688391
317	0.01923599935
318	0.01916932107
319	0.0191004317
320	0.01909872114
321	0.01902568243
322	0.01896953317
323	0.01894289512
324	0.01884877758
325	0.01875366704
326	0.0187055758
327	0.01867052505
